
$GPRMC,152020.000,A,3950.5343,N,10502.2734,W,0.00,201.82,141217,,,A*7B
$GPRMC,152020.200,A,3950.5343,N,10502.2734,W,0.00,201.82,141217,,,A*79
$GPRMC,152020.400,A,3950.5343,N,10502.2734,W,0.00,201.82,141217,,,A*7F
$GPRMC,152020.600,A,3950.5329,N,10502.2733,W,2.71,201.82,141217,,,A*72
$GPRMC,152020.800,A,3950.5327,N,10502.2735,W,2.98,193.50,141217,,,A*74
$GPRMC,152021.000,A,3950.5325,N,10502.2737,W,3.55,202.81,141217,,,A*7A
$GPRMC,152021.200,A,3950.5324,N,10502.2740,W,4.53,214.94,141217,,,A*7B
$GPRMC,152021.400,A,3950.5321,N,10502.2745,W,5.75,225.60,141217,,,A*71
$GPRMC,152021.600,A,3950.5319,N,10502.2749,W,6.50,229.70,141217,,,A*7D
$GPRMC,152021.800,A,3950.5317,N,10502.2753,W,6.84,232.53,141217,,,A*74
$GPRMC,152022.000,A,3950.5314,N,10502.2758,W,7.04,235.11,141217,,,A*7F
$GPRMC,152022.200,A,3950.5312,N,10502.2762,W,7.25,238.99,141217,,,A*7C
$GPRMC,152022.400,A,3950.5310,N,10502.2767,W,7.64,239.83,141217,,,A*72
$GPRMC,152022.600,A,3950.5309,N,10502.2773,W,8.04,242.01,141217,,,A*72
$GPRMC,152022.800,A,3950.5308,N,10502.2780,W,8.11,247.48,141217,,,A*7D
$GPRMC,152023.000,A,3950.5308,N,10502.2787,W,8.42,248.99,141217,,,A*76
$GPRMC,152023.200,A,3950.5308,N,10502.2795,W,8.81,252.58,141217,,,A*7E
$GPRMC,152023.400,A,3950.5309,N,10502.2804,W,9.17,259.69,141217,,,A*79
$GPRMC,152023.600,A,3950.5312,N,10502.2814,W,9.56,266.99,141217,,,A*76
$GPRMC,152023.800,A,3950.5314,N,10502.2824,W,10.30,272.15,141217,,,A*44
$GPRMC,152024.000,A,3950.5316,N,10502.2834,W,10.72,273.88,141217,,,A*4B
$GPRMC,152024.200,A,3950.5318,N,10502.2843,W,11.26,275.60,141217,,,A*47
$GPRMC,152024.400,A,3950.5320,N,10502.2854,W,12.12,276.67,141217,,,A*4C
$GPRMC,152024.600,A,3950.5322,N,10502.2864,W,12.70,278.19,141217,,,A*4C
$GPRMC,152024.800,A,3950.5325,N,10502.2874,W,13.14,279.55,141217,,,A*4E
$GPRMC,152025.000,A,3950.5327,N,10502.2884,W,13.43,280.19,141217,,,A*46
$GPRMC,152025.200,A,3950.5329,N,10502.2894,W,13.86,280.60,141217,,,A*4C
$GPRMC,152025.400,A,3950.5330,N,10502.2906,W,14.42,281.00,141217,,,A*40
$GPRMC,152025.600,A,3950.5332,N,10502.2917,W,14.89,280.98,141217,,,A*47
$GPRMC,152025.800,A,3950.5334,N,10502.2929,W,15.33,281.23,141217,,,A*43
$GPRMC,152026.000,A,3950.5336,N,10502.2941,W,15.72,280.80,141217,,,A*49
$GPRMC,152026.200,A,3950.5338,N,10502.2953,W,16.20,280.73,141217,,,A*4E
$GPRMC,152026.400,A,3950.5340,N,10502.2965,W,16.47,280.88,141217,,,A*47
$GPRMC,152026.600,A,3950.5342,N,10502.2978,W,16.71,280.90,141217,,,A*47
$GPRMC,152026.800,A,3950.5344,N,10502.2990,W,16.96,280.88,141217,,,A*49
$GPRMC,152027.000,A,3950.5346,N,10502.3002,W,17.00,280.55,141217,,,A*4F
$GPRMC,152027.200,A,3950.5348,N,10502.3014,W,17.27,280.31,141217,,,A*43
$GPRMC,152027.400,A,3950.5350,N,10502.3027,W,17.33,279.91,141217,,,A*45
$GPRMC,152027.600,A,3950.5351,N,10502.3040,W,17.53,279.37,141217,,,A*4D
